a_hex	b_hex	cover	count	least_mask	least_rank
0800000061d80000	0000000000000000	8	3	0ac488c0	9
0800000061f00000	0000000000000000	8	1	0acc9800	9
0800000061f80000	0000000000000000	9	2	0ac48124	9
0800000070000000	0000000000000000	4	49	0aa41046	9
0800000070000034	0000000000000000	7	22	0aa81046	9
0800000070000036	0000000000000000	8	3	0aa81206	9
080000007000003c	0000000000000000	8	10	0aa01246	9
080000007000003e	0000000000000000	9	1	0aa01216	9
0800000070080000	0000000000000000	5	6	0aec0042	9
0800040000080000	0000000000000001	4	360	03a08126	9
0800080000800000	0000000000000001	4	49	0384900e	9
0800080000800801	0000000000000001	6	61	0380908e	9
08000c0000880000	0000000000000001	6	62	0384812c	9
08000c0000880801	0000000000000001	8	25	0380812e	9
0800180001900000	0000000000000001	7	12	03849282	9
0800180001900801	0000000000000001	9	13	03809286	9
0800180001b00000	0000000000000001	8	24	03849206	9
0800180001b00801	0000000000000001	10	21	03809324	9
0800180001d00000	0000000000000001	8	33	03849086	9
0800180001d00801	0000000000000001	10	19	038091a4	9
0800180001f00000	0000000000000001	9	42	03849124	9
0800180001f00801	0000000000000001	11	17	03809126	9
08001c0001980000	0000000000000001	9	10	038483a0	9
08001c0001980801	0000000000000001	11	2	038083a4	9
08001c0001b80000	0000000000000001	10	21	03848324	9
08001c0001b80801	0000000000000001	12	9	03808326	9
08001c0001d80000	0000000000000001	10	33	038481a4	9
08001c0001d80801	0000000000000001	12	4	038881a4	9
08001c0001f80000	0000000000000001	11	42	03848126	9
08001c0001f80801	0000000000000001	13	9	03888126	9
0801000020000000	0000000000000001	4	75	02a4120e	9
0801000020004010	0000000000000001	6	9	02a8124c	9
0801000020004012	0000000000000001	7	24	02a8112c	9
0801000020004018	0000000000000001	7	12	02a0124e	9
080100002000401a	0000000000000001	8	25	02a0121e	9
0801040020080000	0000000000000001	6	9	02a4812c	9
0801040020084012	0000000000000001	9	1	02a8812c	9
080104002008401a	0000000000000001	10	1	02e0812c	9
0803000060000000	0000000000000001	6	75	02a490c2	9
080300006000d030	0000000000000001	11	10	02a89244	9
080300006000d032	0000000000000001	12	13	02a89124	9
080300006000d038	0000000000000001	12	7	02a09164	9
080300006000d03a	0000000000000001	13	18	02a09126	9
0803040060080000	0000000000000001	8	7	02ac8124	9
080304006008d032	0000000000000001	14	1	02e88124	9
080304006008d03a	0000000000000001	15	2	02e08324	9
0803800070000000	0000000000000001	8	43	02a41216	9
080380007000f034	0000000000000001	15	6	02a81246	9
080380007000f036	0000000000000001	16	9	02a81216	9
080380007000f03c	0000000000000001	16	4	02a01256	9
080380007000f03e	0000000000000001	17	5	02a01296	9
0805080020800000	0000000000000001	7	6	0284912c	9
0805080020814853	0000000000000001	14	1	0288912c	9
080508002081485b	0000000000000001	15	2	0280932c	9
08050c0020880000	0000000000000001	9	7	028481ac	9
08050c0020894853	0000000000000001	16	2	0288832c	9
08050c002089485b	0000000000000001	17	3	02c081ac	9
0807180061b1d87b	0000000000000001	24	1	02c09324	9
0807180061f00000	0000000000000001	14	1	02c49124	9
0807180061f1d873	0000000000000001	24	1	02c89124	9
08071c0061b80000	0000000000000001	15	1	02c48324	9
08071c0061b9d873	0000000000000001	25	1	02c88324	9
08071c0061b9d87b	0000000000000001	26	2	02c08326	9
08071c0061d80000	0000000000000001	15	1	02c481a4	9
08071c0061f80000	0000000000000001	16	3	02c48924	9
1000000000000000	0000000000000000	1	593	0b08420e	9
1000000000000000	0000000000000002	2	762	0308508e	9
1000000008000000	0000000000000000	2	881	0b00508e	9
1000000100000000	0000000000000000	2	64	0a0c488c	9
1000000100000100	0000000000000000	3	59	0a28500e	9
1000000108000000	0000000000000000	3	88	0a04588c	9
1000000108000100	0000000000000000	4	87	0a00d12c	9
1000000180000000	0000000000000000	3	73	0a0c5884	9
1000000180000180	0000000000000000	5	80	0a285016	9
1000000188000000	0000000000000000	4	99	0a04d884	9
1000000188000180	0000000000000000	6	73	0a2050c6	9
1000008000000000	0000000000000000	2	171	0908528c	9
1000008008000000	0000000000000000	3	194	0900d88c	9
1000008100000000	0000000000000000	3	20	080c528c	9
1000008100000100	0000000000000000	4	8	082850cc	9
1000008108000000	0000000000000000	4	20	082450ca	9
1000008180000000	0000000000000000	4	8	082c50c4	9
1000008180000180	0000000000000000	6	3	086850c4	9
1000008188000000	0000000000000000	5	8	0824d0c4	9
1000018000000000	0000000000000000	3	342	09085a0c	9
1000018008000000	0000000000000000	4	308	09045a0c	9
1000400008000000	0000000000000002	4	1089	03005296	9
1008000100000000	0000000000000002	4	42	022c500e	9
1008000100020100	0000000000000002	6	49	0228504e	9
1008000180000000	0000000000000002	5	79	022c5016	9
1008000180020180	0000000000000002	8	79	02285096	9
1008400108000000	0000000000000002	6	62	0224504e	9
1008400108020100	0000000000000002	8	42	0220521e	9
1008400188000000	0000000000000002	7	82	02245096	9
1008400188020180	0000000000000002	10	51	02205296	9
1018000100000000	0000000000000002	5	3	020cc12c	9
1018000180000000	0000000000000002	6	2	024cc124	9
1018400108000000	0000000000000002	7	5	0204c1ac	9
1018400108020100	0000000000000002	9	3	0200d32c	9
1018400188000000	0000000000000002	8	3	0244c1a4	9
1018400188020180	0000000000000002	11	2	0240d324	9
1400008000000000	0000000000000002	4	170	010c528c	9
1400018000000000	0000000000000002	5	292	010cd20c	9
1400408008000000	0000000000000002	6	182	0120d0cc	9
1400418008000000	0000000000000002	7	232	0120532c	9
1408008100000000	0000000000000002	6	2	002cd0c8	9
1408008180000000	0000000000000002	7	3	006c50c4	9
1800000004000000	0000000000000000	3	78	0b28100e	9
1800000004080000	0000000000000000	4	86	0b28088a	9
1800000004800000	0000000000000000	4	31	0b0c100e	9
1800000004800001	0000000000000000	5	24	0b08120e	9
1800000004880000	0000000000000000	5	45	0b0c088a	9
1800000004880001	0000000000000000	6	7	0b08812c	9
1800000006000000	0000000000000000	4	236	0b281016	9
1800000006080000	0000000000000000	5	86	0b288124	9
1800000007900000	0000000000000000	7	4	0b0c1284	9
1800000007900001	0000000000000000	8	1	0b489280	9
1800000007980000	0000000000000000	8	3	0b0c8a80	9
1800000007b00000	0000000000000000	8	8	0b0c1206	9
1800000007b00001	0000000000000000	9	2	0b489204	9
1800000007b80000	0000000000000000	9	3	0b4c8a00	9
1800000007b80001	0000000000000000	10	1	0b488320	9
1800000007d00000	0000000000000000	8	7	0b0c1882	9
1800000007d00001	0000000000000000	9	2	0b489084	9
1800000007d80000	0000000000000000	9	11	0b0c8882	9
1800000007f00000	0000000000000000	9	13	0b0c1806	9
1800000007f00001	0000000000000000	10	1	0b489804	9
1800000007f80000	0000000000000000	10	8	0b4c8120	9
1800000007f80001	0000000000000000	11	1	0b488124	9
180000000c000000	0000000000000000	4	233	0b20101e	9
180000000c080000	0000000000000000	5	53	0b20812c	9
180000000c800000	0000000000000000	5	45	0b04128c	9
180000000c800001	0000000000000000	6	13	0b00912c	9
180000000c880000	0000000000000000	6	31	0b04812c	9
180000000c880001	0000000000000000	7	2	0b40812c	9
180000000e000000	0000000000000000	5	395	0b201056	9
180000000e080000	0000000000000000	6	43	0b208324	9
180000000f900000	0000000000000000	8	4	0b049284	9
180000000f900001	0000000000000000	9	1	0b409a80	9
180000000f980000	0000000000000000	9	1	0b448a80	9
180000000fb00000	0000000000000000	9	6	0b441a04	9
180000000fb00001	0000000000000000	10	2	0b009324	9
180000000fb80000	0000000000000000	10	3	0b448320	9
180000000fb80001	0000000000000000	11	1	0b408324	9
180000000fd00000	0000000000000000	9	12	0b049882	9
180000000fd00001	0000000000000000	10	2	0b409884	9
180000000fd80000	0000000000000000	10	8	0b4481a0	9
180000000fd80001	0000000000000000	11	1	0b4081a4	9
180000000ff00000	0000000000000000	10	11	0b049124	9
180000000ff00001	0000000000000000	11	1	0b409124	9
180000000ff80000	0000000000000000	11	3	0b448124	9
180000000ff80001	0000000000000000	12	2	0b408924	9
1800000124000000	0000000000000000	5	56	0a2c100e	9
1800000124000110	0000000000000000	7	29	0a28104e	9
1800000124000112	0000000000000000	8	38	0a28112c	9
1800000124080000	0000000000000000	6	17	0a2c088a	9
1800000124800000	0000000000000000	6	3	0a0c9888	9
1800000124880000	0000000000000000	7	2	0a4c8888	9
180000012c000000	0000000000000000	6	94	0a24104e	9
180000012c000118	0000000000000000	9	14	0a20124e	9
180000012c00011a	0000000000000000	10	13	0a20132c	9
180000012c080000	0000000000000000	7	6	0a24812c	9
180000012c800000	0000000000000000	7	2	0a04912c	9
180000012c880000	0000000000000000	8	2	0a44812c	9
18000001e6000000	0000000000000000	8	21	0a2c9042	9
18000001e60001b0	0000000000000000	12	7	0a289244	9
18000001e60001b2	0000000000000000	13	4	0a289124	9
18000001e6080000	0000000000000000	9	4	0a6c80c0	9
18000001ee000000	0000000000000000	9	23	0a2490c4	9
18000001ee0001b8	0000000000000000	14	1	0a209164	9
18000001ee0001ba	0000000000000000	15	2	0a209324	9
18000001ee080000	0000000000000000	10	1	0a6488c0	9
18000001f6000000	0000000000000000	9	35	0a2c1046	9
18000001f60001b4	0000000000000000	14	9	0a281246	9
18000001f60001b6	0000000000000000	15	6	0a281216	9
18000001fe000000	0000000000000000	10	17	0a241246	9
18000001fe0001bc	0000000000000000	16	1	0a611244	9
1800200004000000	0000000000000003	6	231	0328101e	9
1800200006000000	0000000000000003	7	493	03281036	9
1800240004080000	0000000000000003	8	51	0328812c	9
1800240006080000	0000000000000003	9	54	03288126	9
1800280004800000	0000000000000003	8	17	030c908a	9
1800280004800801	0000000000000003	10	7	0308912c	9
18002c0004880000	0000000000000003	10	14	030c812c	9
18002c0004880801	0000000000000003	12	4	030881ac	9
1800380007900000	0000000000000003	12	4	030c1286	9
1800380007900801	0000000000000003	14	2	03481286	9
1800380007b00000	0000000000000003	13	7	030c9206	9
1800380007b00801	0000000000000003	15	3	03089324	9
1800380007d00000	0000000000000003	13	8	030c9086	9
1800380007d00801	0000000000000003	15	1	030891a4	9
1800380007f00000	0000000000000003	14	9	030c9124	9
1800380007f00801	0000000000000003	16	1	03489124	9
18003c0007980000	0000000000000003	14	1	034c8a80	9
18003c0007b80000	0000000000000003	15	2	030c8324	9
18003c0007b80801	0000000000000003	17	2	03488324	9
18003c0007d80000	0000000000000003	15	5	030c81a4	9
18003c0007d80801	0000000000000003	17	1	034881a4	9
18003c0007f80000	0000000000000003	16	1	034c8124	9
18003c0007f80801	0000000000000003	18	3	03488126	9
180060000c000000	0000000000000003	8	404	0320109e	9
180060000e000000	0000000000000003	9	591	032010d6	9
180064000c080000	0000000000000003	10	35	0320812e	9
180064000e080000	0000000000000003	11	36	03208326	9
180068000c800000	0000000000000003	10	21	0304912c	9
180068000c800801	0000000000000003	12	11	030091ac	9
18006c000c880000	0000000000000003	12	15	030481ac	9
18006c000c880801	0000000000000003	14	7	030083ac	9
180078000f900000	0000000000000003	14	5	03449284	9
180078000f900801	0000000000000003	16	2	030093a4	9
180078000fb00000	0000000000000003	15	7	03049324	9
180078000fb00801	0000000000000003	17	3	03009326	9
180078000fd00000	0000000000000003	15	9	030491a4	9
180078000fd00801	0000000000000003	17	1	034091a4	9
180078000ff00000	0000000000000003	16	2	03449124	9
180078000ff00801	0000000000000003	18	5	03409126	9
18007c000f980000	0000000000000003	16	1	034483a0	9
18007c000f980801	0000000000000003	18	1	034083a4	9
18007c000fb80000	0000000000000003	17	3	03448324	9
18007c000fb80801	0000000000000003	19	3	03408326	9
18007c000fd80000	0000000000000003	17	2	034481a4	9
18007c000fd80801	0000000000000003	19	3	034081a6	9
18007c000ff80000	0000000000000003	18	5	03448126	9
18007c000ff80801	0000000000000003	20	1	03418924	9
1809200124000000	0000000000000003	10	52	022c10cc	9
1809200124024110	0000000000000003	14	8	0228124e	9
1809200124024112	0000000000000003	15	15	0228121e	9
1809240124080000	0000000000000003	12	2	022c812c	9
18092401240a4112	0000000000000003	17	1	0268812c	9
180960012c000000	0000000000000003	12	36	022490cc	9
180960012c024118	0000000000000003	17	2	0220916c	9
180960012c02411a	0000000000000003	18	12	0220912e	9
180964012c080000	0000000000000003	14	1	0264812c	9
180964012c0a411a	0000000000000003	20	2	0260832c	9
180b2001e6000000	0000000000000003	14	35	022c90c4	9
180b2001e602d1b0	0000000000000003	22	3	02289164	9
180b2001e602d1b2	0000000000000003	23	9	02289126	9
180b2401e6080000	0000000000000003	16	1	026c8124	9
180b6001ee000000	0000000000000003	16	19	02249164	9
180b6001ee02d1b8	0000000000000003	25	2	02209364	9
180b6001ee02d1ba	0000000000000003	26	12	02209326	9
180b6401ee0ad1ba	0000000000000003	28	1	02618324	9
180ba001f6000000	0000000000000003	16	20	022c1216	9
180ba001f602f1b4	0000000000000003	26	2	02681246	9
180ba001f602f1b6	0000000000000003	27	5	02291324	9
180be001fe000000	0000000000000003	18	4	02651206	9
180be001fe02f1be	0000000000000003	30	4	02611216	9
181d2c0124880000	0000000000000003	16	1	024c812c	9
181d68012c800000	0000000000000003	16	1	0244912c	9
181d68012c83495b	0000000000000003	26	1	0240932c	9
181d6c012c880000	0000000000000003	18	2	024481ac	9
181d6c012c8b495b	0000000000000003	28	1	0241832c	9
181f7801efb00000	0000000000000003	24	1	02449324	9
2000000000000000	0000000000000000	1	137	09001a8b	9
2000001000000000	0000000000000000	2	26	09241883	9
2000001000000400	0000000000000000	3	53	092018c5	9
2000001001000000	0000000000000000	3	26	09041a83	9
2000001001000400	0000000000000000	4	34	09009a83	9
2000001001400000	0000000000000000	4	56	09049883	9
2000001001400400	0000000000000000	5	28	09089885	9
2000002000000000	0000000000000000	2	63	09809849	9
2000003000000000	0000000000000000	3	10	09a41841	9
2000003000000400	0000000000000000	4	11	09a01a41	9
2000003001200000	0000000000000000	5	6	09848a41	9
2000003001200400	0000000000000000	6	4	09889a01	9
2000003001600000	0000000000000000	6	23	09849803	9
2000003001600400	0000000000000000	7	8	09808925	9
2000004000000000	0000000000000000	2	289	0900109f	9
2000005000000000	0000000000000000	3	81	09241087	9
2000005000000400	0000000000000000	4	126	092011a5	9
2000005001000000	0000000000000000	4	32	09049283	9
2000005001000400	0000000000000000	5	18	090083a5	9
2000005001400000	0000000000000000	5	47	090481a5	9
2000005001400400	0000000000000000	6	11	090091a5	9
2000006000000000	0000000000000000	3	215	0980101f	9
2000007000000000	0000000000000000	4	53	09a41043	9
2000007000000400	0000000000000000	5	54	09a01047	9
2000007001200000	0000000000000000	6	18	09848321	9
2000007001200400	0000000000000000	7	9	09808325	9
2000007001600000	0000000000000000	7	29	09848125	9
2000007001600400	0000000000000000	8	8	09808127	9
2000012000000000	0000000000000000	3	149	09009a0d	9
2000013000000000	0000000000000000	4	35	09241845	9
2000013000000400	0000000000000000	5	28	09209a41	9
2000013001200000	0000000000000000	6	8	090c1a05	9
2000013001200400	0000000000000000	7	5	09409a05	9
2000013001600000	0000000000000000	7	16	090c9805	9
2000013001600400	0000000000000000	8	2	09408925	9
2000016000000000	0000000000000000	4	305	0900121f	9
2000017000000000	0000000000000000	5	80	09241047	9
2000017000000400	0000000000000000	6	55	09209125	9
2000017001200000	0000000000000000	7	8	09048325	9
2000017001200400	0000000000000000	8	5	09009325	9
2000017001600000	0000000000000000	8	5	09049125	9
2000017001600400	0000000000000000	9	3	09089125	9
2100000000000000	0000000000000000	2	172	01009a8b	9
2100002000000000	0000000000000000	3	52	0180892d	9
2100004000000000	0000000000000000	3	546	010010bf	9
2100006000000000	0000000000000000	4	359	0180103f	9
2100012000000000	0000000000000000	4	108	010c980d	9
2100016000000000	0000000000000000	5	395	0100813f	9
2180001000000000	0000000000000000	4	56	01241887	9
2180001000000400	0000000000000000	5	97	01201a87	9
2180003000000000	0000000000000000	5	15	01a49803	9
2180003000000400	0000000000000000	6	19	01a09a41	9
2180005000000000	0000000000000000	5	214	01241097	9
2180005000000400	0000000000000000	6	293	01201297	9
2180007000000000	0000000000000000	6	123	01a41047	9
2180007000000400	0000000000000000	7	146	01a01247	9
2180013000000000	0000000000000000	6	29	01249a05	9
2180013000000400	0000000000000000	7	28	01209925	9
2180017000000000	0000000000000000	7	136	01241325	9
2180017000000400	0000000000000000	8	104	01209127	9
2180101001000000	0000000000000000	6	35	01049a83	9
2180101001000400	0000000000000000	7	38	01008ba5	9
2180101001400000	0000000000000000	7	33	010c9885	9
2180101001400400	0000000000000000	8	16	014089a5	9
2180103001200000	0000000000000000	8	6	01c48a03	9
2180103001200400	0000000000000000	9	5	01808b25	9
2180103001600000	0000000000000000	9	16	01848925	9
2180103001600400	0000000000000000	10	6	01809925	9
2180105001000000	0000000000000000	7	68	010483a5	9
2180105001000400	0000000000000000	8	44	010093a5	9
2180105001400000	0000000000000000	8	64	010491a5	9
2180105001400400	0000000000000000	9	18	010891a5	9
2180107001200000	0000000000000000	9	32	01848325	9
2180107001200400	0000000000000000	10	18	01808327	9
2180107001600000	0000000000000000	10	36	01848127	9
2180107001600400	0000000000000000	11	11	01809127	9
2180113001200000	0000000000000000	9	4	01449a05	9
2180113001200400	0000000000000000	10	3	01408b25	9
2180113001600000	0000000000000000	10	3	01448925	9
2180113001600400	0000000000000000	11	2	01409925	9
2180117001200000	0000000000000000	10	9	01049325	9
2180117001200400	0000000000000000	11	6	01019325	9
2180117001600000	0000000000000000	11	6	010c9125	9
2180117001600400	0000000000000000	12	3	01409127	9
2800000800000000	0000000000000000	3	1	09a41888	9
2800000800000200	0000000000000000	4	3	09a018c8	9
2800000800800000	0000000000000000	4	3	09849888	9
2800000800800201	0000000000000000	6	1	09c09888	9
2800000a00080000	0000000000000000	5	1	09ac0888	9
2800000a00880000	0000000000000000	6	4	098488c8	9
2800000a00880201	0000000000000000	8	1	09c88888	9
2800001c00000000	0000000000000000	5	4	09a418c0	9
2800001c00000600	0000000000000000	7	6	09a01ac0	9
2800001c01900000	0000000000000000	8	1	09849a80	9
2800001c01d00000	0000000000000000	9	3	098c9880	9
2800001e00080000	0000000000000000	7	4	09a488c0	9
2800001e01980000	0000000000000000	10	1	09c48a80	9
2800001e01d80000	0000000000000000	11	5	09c48884	9
2800002800000000	0000000000000000	4	7	09a41848	9
2800002800000200	0000000000000000	5	10	09a01948	9
2800002800800000	0000000000000000	5	6	09849848	9
2800002800800201	0000000000000000	7	1	09c89808	9
2800002a00080000	0000000000000000	6	7	09a48848	9
2800002a00080200	0000000000000000	7	2	09e80848	9
2800002a00880000	0000000000000000	7	10	098c8848	9
2800003c00000000	0000000000000000	6	17	09a41842	9
2800003c00000600	0000000000000000	8	13	09a09940	9
2800003c01b00000	0000000000000000	10	2	098c9a00	9
2800003c01f00000	0000000000000000	11	5	09c49804	9
2800003e00080000	0000000000000000	8	5	09ac8840	9
2800003e00080600	0000000000000000	10	1	09e88840	9
2800003e01b80000	0000000000000000	12	2	09c48a40	9
2800003e01f80000	0000000000000000	13	6	09c48940	9
2800004800000000	0000000000000000	4	10	09a4108c	9
2800004800000200	0000000000000000	5	11	09a011c8	9
2800004800800000	0000000000000000	5	9	0984908c	9
2800004800800201	0000000000000000	7	1	09c89088	9
2800004a00080000	0000000000000000	6	6	09a480c8	9
2800004a00880000	0000000000000000	7	9	098c80c8	9
2800005c00000000	0000000000000000	6	28	09a410c2	9
2800005c00000600	0000000000000000	8	25	09a012d0	9
2800005c01900000	0000000000000000	9	3	098492c0	9
2800005c01d00000	0000000000000000	10	7	098c9084	9
2800005e00080000	0000000000000000	8	6	09a481c0	9
2800005e00080600	0000000000000000	10	1	09e880c0	9
2800005e01980000	0000000000000000	11	2	09c482c0	9
2800005e01d80000	0000000000000000	12	3	09cc8084	9
2800006800000000	0000000000000000	5	41	09a4102c	9
2800006800000200	0000000000000000	6	50	09a0106c	9
2800006800800000	0000000000000000	6	16	09849248	9
2800006a00080000	0000000000000000	7	14	09a48148	9
2800006a00080200	0000000000000000	8	1	09e88048	9
2800006a00880000	0000000000000000	8	10	0984812c	9
2800007c00000000	0000000000000000	7	69	09a41064	9
2800007c00000600	0000000000000000	9	67	09a09124	9
2800007c01b00000	0000000000000000	11	5	098c9240	9
2800007c01f00000	0000000000000000	12	4	09c49044	9
2800007e00080000	0000000000000000	9	16	09ac8140	9
2800007e00080600	0000000000000000	11	1	09e88240	9
2800007e01b80000	0000000000000000	13	1	09cc8240	9
2800007e01f80000	0000000000000000	14	2	098c8124	9
2940000800000000	0000000000000001	6	1	01a49888	9
2940000800040200	0000000000000001	8	1	01e09888	9
2940002800000000	0000000000000001	7	8	01a49848	9
2940002800040200	0000000000000001	9	3	01e09848	9
2940004800000000	0000000000000001	7	26	01a410d8	9
2940004800040200	0000000000000001	9	17	01a092c8	9
2940006800000000	0000000000000001	8	70	01a4112c	9
2940006800040200	0000000000000001	10	50	01a0912c	9
2960042a00080000	0000000000000001	11	1	01ec8808	9
2960044a00080000	0000000000000001	11	2	01e480c8	9
2960046a00080000	0000000000000001	12	4	01a4812c	9
2960046a000c0200	0000000000000001	14	2	01a8812c	9
29c0001c00000000	0000000000000001	9	4	01a498c0	9
29c0001c00040600	0000000000000001	12	3	01e098c0	9
29c0003c00000000	0000000000000001	10	18	01a49940	9
29c0003c00040600	0000000000000001	13	9	01e09844	9
29c0005c00000000	0000000000000001	10	71	01a412d0	9
29c0005c00040600	0000000000000001	13	43	01a091a4	9
29c0007c00000000	0000000000000001	11	135	01a49124	9
29c0007c00040600	0000000000000001	14	91	01a09164	9
29e0043e00080000	0000000000000001	14	1	01ec8840	9
29e0045e00080000	0000000000000001	14	3	01e481c0	9
29e0045e000c0600	0000000000000001	17	1	01e081a4	9
29e0047e00080000	0000000000000001	15	8	01ac8124	9
29e0047e000c0600	0000000000000001	18	1	01e88124	9
2b40080800800000	0000000000000001	9	1	01c49888	9
2b40084800800000	0000000000000001	10	7	018c9288	9
2b40086800800000	0000000000000001	11	4	0184912c	9
2b40086800840a01	0000000000000001	15	1	01c0912c	9
2b600c0a00880000	0000000000000001	13	1	01cc8888	9
2b600c6a00880000	0000000000000001	15	2	018c812c	9
2b600c6a008c0a01	0000000000000001	19	1	01c8812c	9
2bc0181c01900000	0000000000000001	15	1	01c49a80	9
2bc0181c01d00000	0000000000000001	16	1	01cc9880	9
2bc0185c01900000	0000000000000001	16	5	01c49284	9
2bc0185c01d00000	0000000000000001	17	5	018491a4	9
2bc0185c01d40e01	0000000000000001	22	1	01c091a4	9
2bc0187c01b00000	0000000000000001	18	4	01849324	9
2bc0187c01b40e01	0000000000000001	23	2	01889324	9
2bc0187c01f00000	0000000000000001	19	2	018c9124	9
2bc0187c01f40e01	0000000000000001	24	1	01c89124	9
2be01c5e01d80000	0000000000000001	21	2	018c81a4	9
2be01c5e01dc0e01	0000000000000001	26	1	01c881a4	9
2be01c7e01b80000	0000000000000001	22	2	018c8324	9
2be01c7e01bc0e01	0000000000000001	27	1	01c88324	9
2be01c7e01f80000	0000000000000001	23	2	01c58124	9
3800008804000000	0000000000000000	6	1	092c1888	9
3800008804000200	0000000000000000	7	8	0928188c	9
3800008804800000	0000000000000000	7	4	090c188c	9
3800008804800201	0000000000000000	9	1	09489888	9
380000880c000000	0000000000000000	7	10	0924188a	9
380000880c000200	0000000000000000	8	4	092098c8	9
380000880c800000	0000000000000000	8	3	09049a88	9
3800008a04080000	0000000000000000	8	3	092c08c8	9
3800008a04880000	0000000000000000	9	4	090c8a88	9
3800008a0c080000	0000000000000000	9	1	09648888	9
3800008a0c880000	0000000000000000	10	2	09448a88	9
3800009c06000000	0000000000000000	9	7	092c1884	9
3800009c06000600	0000000000000000	11	3	09281ac0	9
3800009c07900000	0000000000000000	12	2	090c9a80	9
3800009c07d00000	0000000000000000	13	1	094c9880	9
3800009c0e000000	0000000000000000	10	7	09241ac0	9
3800009c0e000600	0000000000000000	12	1	096098c0	9
3800009c0f900000	0000000000000000	13	1	09449a80	9
3800009c0fd00000	0000000000000000	14	2	09449884	9
3800009e06080000	0000000000000000	11	1	096c8880	9
3800009e07980000	0000000000000000	14	1	094c8a80	9
3800009e07d80000	0000000000000000	15	2	094c8884	9
380000c804000000	0000000000000000	7	10	092c108a	9
380000c804000200	0000000000000000	8	20	092810ac	9
380000c804800000	0000000000000000	8	7	090c128c	9
380000c80c000000	0000000000000000	8	28	092410ac	9
380000c80c000200	0000000000000000	9	9	096010ac	9
380000c80c800000	0000000000000000	9	3	0944908c	9
380000ca04080000	0000000000000000	9	3	092c80c8	9
380000dc06000000	0000000000000000	10	27	092c10c2	9
380000dc06000600	0000000000000000	12	11	092892c0	9
380000dc07900000	0000000000000000	13	1	094c9280	9
380000dc07d00000	0000000000000000	14	1	094c9084	9
380000dc0e000000	0000000000000000	11	24	092412c4	9
380000dc0e000600	0000000000000000	13	5	096090c4	9
380000de06080000	0000000000000000	12	1	096c80c0	9
380001a804000000	0000000000000000	8	10	092c180a	9
380001a804000200	0000000000000000	9	22	0928182c	9
380001a804800000	0000000000000000	9	7	090c1a0c	9
380001a80c000000	0000000000000000	9	25	0924182c	9
380001a80c000200	0000000000000000	10	9	0960184c	9
380001a80c800000	0000000000000000	10	3	0944980c	9
380001aa04080000	0000000000000000	10	4	092c8848	9
380001aa04880000	0000000000000000	11	3	094c880c	9
380001aa0c080000	0000000000000000	11	1	09648848	9
380001bc06000000	0000000000000000	11	20	092c1842	9
380001bc06000600	0000000000000000	13	10	09681844	9
380001bc07b00000	0000000000000000	15	1	094c9a00	9
380001bc07f00000	0000000000000000	16	1	094c9804	9
380001bc0e000000	0000000000000000	12	17	09249844	9
380001bc0e000600	0000000000000000	14	4	09609844	9
380001be06080000	0000000000000000	13	1	096c8840	9
380001e804000000	0000000000000000	9	44	092c100e	9
380001e804000200	0000000000000000	10	44	0928106c	9
380001e804800000	0000000000000000	10	7	090c920c	9
380001e80c000000	0000000000000000	10	59	0924106c	9
380001e80c000200	0000000000000000	11	24	0920132c	9
380001e80c800000	0000000000000000	11	1	09459208	9
380001ea04080000	0000000000000000	11	5	096c8048	9
380001fc06000000	0000000000000000	12	47	092c1046	9
380001fc06000600	0000000000000000	14	28	09281324	9
380001fc0e000000	0000000000000000	13	35	09249124	9
380001fc0e000600	0000000000000000	15	5	09609124	9
3d40208804000000	0000000000000003	12	4	012c18c8	9
3d40208804040200	0000000000000003	14	1	01689888	9
3d4020c804000000	0000000000000003	13	25	012c10ac	9
3d4020c804040200	0000000000000003	15	11	016810ac	9
3d4021a804000000	0000000000000003	14	9	012c980c	9
3d4021a804040200	0000000000000003	16	3	01689848	9
3d4021e804000000	0000000000000003	15	45	012c112c	9
3d4021e804040200	0000000000000003	17	31	0128132c	9
3d4060880c000000	0000000000000003	14	2	016418c8	9
3d4060c80c000000	0000000000000003	15	19	012492c8	9
3d4060c80c040200	0000000000000003	17	6	012091ac	9
3d4061a80c000000	0000000000000003	16	7	01641a48	9
3d4061e80c000000	0000000000000003	17	33	0124912c	9
3d4061e80c040200	0000000000000003	19	11	0120932c	9
3dc0209c06000000	0000000000000003	16	2	016c18c0	9
3dc0209c06040600	0000000000000003	19	1	016898c0	9
3dc020dc06000000	0000000000000003	17	41	012c12c4	9
3dc020dc06040600	0000000000000003	20	26	012813a4	9
3dc021bc06000000	0000000000000003	18	11	016c1844	9
3dc021bc06040600	0000000000000003	21	3	01689844	9
3dc021fc06000000	0000000000000003	19	59	012c1324	9
3dc021fc06040600	0000000000000003	22	36	01289164	9
3dc0609c0e000000	0000000000000003	18	3	016498c0	9
3dc060dc0e000000	0000000000000003	19	29	012491a4	9
3dc060dc0e040600	0000000000000003	22	5	012093a4	9
3dc061bc0e000000	0000000000000003	20	6	01649844	9
3dc061bc0e040600	0000000000000003	23	1	01609924	9
3dc061fc0e000000	0000000000000003	21	35	01249164	9
3dc061fc0e040600	0000000000000003	24	12	01219324	9
3de025fe06080000	0000000000000003	23	1	016c8124	9
4000000000000000	0000000000000000	1	5032	0008229f	9
