body	d1	d2	low	excess
1,9,10,11,12,14	3465	12936	260	3307/4414410
1,9,10,11,12,14	3465	17640	260	3307/4414410
1,9,10,11,12,14	3465	21560	260	3307/4414410
1,9,10,11,12,14	3465	38808	260	3307/4414410
1,9,10,11,12,14	3465	64680	260	3307/4414410
1,9,10,11,12,14	3465	194040	260	3307/4414410
1,9,10,11,12,14	3528	3960	260	3307/4414410
1,9,10,11,12,14	3528	4620	260	3307/4414410
1,9,10,11,12,14	3528	6930	260	3307/4414410
1,9,10,11,12,14	3528	9240	260	3307/4414410
1,9,10,11,12,14	3528	13860	260	3307/4414410
1,9,10,11,12,14	3528	27720	260	3307/4414410
1,9,10,11,12,14	3960	4312	260	3307/4414410
1,9,10,11,12,14	3960	4410	260	3307/4414410
1,9,10,11,12,14	3960	5880	260	3307/4414410
1,9,10,11,12,14	3960	6468	260	3307/4414410
1,9,10,11,12,14	3960	8085	260	3307/4414410
1,9,10,11,12,14	3960	8820	260	3307/4414410
1,9,10,11,12,14	3960	12936	260	3307/4414410
1,9,10,11,12,14	3960	16170	260	3307/4414410
1,9,10,11,12,14	3960	17640	260	3307/4414410
1,9,10,11,12,14	3960	19404	260	3307/4414410
1,9,10,11,12,14	3960	21560	260	3307/4414410
1,9,10,11,12,14	3960	24255	260	3307/4414410
1,9,10,11,12,14	3960	32340	260	3307/4414410
1,9,10,11,12,14	3960	38808	260	3307/4414410
1,9,10,11,12,14	3960	48510	260	3307/4414410
1,9,10,11,12,14	3960	64680	260	3307/4414410
1,9,10,11,12,14	3960	97020	260	3307/4414410
1,9,10,11,12,14	3960	194040	260	3307/4414410
1,9,10,11,12,14	4312	4620	260	3307/4414410
1,9,10,11,12,14	4312	6930	260	3307/4414410
1,9,10,11,12,14	4312	9240	260	3307/4414410
1,9,10,11,12,14	4312	13860	260	3307/4414410
1,9,10,11,12,14	4312	27720	260	3307/4414410
1,9,10,11,12,14	4410	5544	260	3307/4414410
1,9,10,11,12,14	4410	9240	260	3307/4414410
1,9,10,11,12,14	4410	27720	260	3307/4414410
1,9,10,11,12,14	4620	5880	260	3307/4414410
1,9,10,11,12,14	4620	12936	260	3307/4414410
1,9,10,11,12,14	4620	17640	260	3307/4414410
1,9,10,11,12,14	4620	21560	260	3307/4414410
1,9,10,11,12,14	4620	38808	260	3307/4414410
1,9,10,11,12,14	4620	64680	260	3307/4414410
1,9,10,11,12,14	4620	194040	260	3307/4414410
1,9,10,11,12,14	5544	5880	260	3307/4414410
1,9,10,11,12,14	5544	8085	260	3307/4414410
1,9,10,11,12,14	5544	8820	260	3307/4414410
1,9,10,11,12,14	5544	16170	260	3307/4414410
1,9,10,11,12,14	5544	17640	260	3307/4414410
1,9,10,11,12,14	5544	21560	260	3307/4414410
1,9,10,11,12,14	5544	24255	260	3307/4414410
1,9,10,11,12,14	5544	32340	260	3307/4414410
1,9,10,11,12,14	5544	48510	260	3307/4414410
1,9,10,11,12,14	5544	64680	260	3307/4414410
1,9,10,11,12,14	5544	97020	260	3307/4414410
1,9,10,11,12,14	5544	194040	260	3307/4414410
1,9,10,11,12,14	5880	6930	260	3307/4414410
1,9,10,11,12,14	5880	9240	260	3307/4414410
1,9,10,11,12,14	5880	13860	260	3307/4414410
1,9,10,11,12,14	5880	27720	260	3307/4414410
1,9,10,11,12,14	6468	9240	260	3307/4414410
1,9,10,11,12,14	6468	27720	260	3307/4414410
1,9,10,11,12,14	6930	12936	260	3307/4414410
1,9,10,11,12,14	6930	17640	260	3307/4414410
1,9,10,11,12,14	6930	21560	260	3307/4414410
1,9,10,11,12,14	6930	38808	260	3307/4414410
1,9,10,11,12,14	6930	64680	260	3307/4414410
1,9,10,11,12,14	6930	194040	260	3307/4414410
1,9,10,11,12,14	8085	9240	260	3307/4414410
1,9,10,11,12,14	8085	27720	260	3307/4414410
1,9,10,11,12,14	8820	9240	260	3307/4414410
1,9,10,11,12,14	8820	27720	260	3307/4414410
1,9,10,11,12,14	9240	12936	260	3307/4414410
1,9,10,11,12,14	9240	16170	260	3307/4414410
1,9,10,11,12,14	9240	17640	260	3307/4414410
1,9,10,11,12,14	9240	19404	260	3307/4414410
1,9,10,11,12,14	9240	21560	260	3307/4414410
1,9,10,11,12,14	9240	24255	260	3307/4414410
1,9,10,11,12,14	9240	32340	260	3307/4414410
1,9,10,11,12,14	9240	38808	260	3307/4414410
1,9,10,11,12,14	9240	48510	260	3307/4414410
1,9,10,11,12,14	9240	64680	260	3307/4414410
1,9,10,11,12,14	9240	97020	260	3307/4414410
1,9,10,11,12,14	9240	194040	260	3307/4414410
1,9,10,11,12,14	12936	13860	260	3307/4414410
1,9,10,11,12,14	12936	27720	260	3307/4414410
1,9,10,11,12,14	13860	17640	260	3307/4414410
1,9,10,11,12,14	13860	21560	260	3307/4414410
1,9,10,11,12,14	13860	38808	260	3307/4414410
1,9,10,11,12,14	13860	64680	260	3307/4414410
1,9,10,11,12,14	13860	194040	260	3307/4414410
1,9,10,11,12,14	16170	27720	260	3307/4414410
1,9,10,11,12,14	17640	27720	260	3307/4414410
1,9,10,11,12,14	19404	27720	260	3307/4414410
1,9,10,11,12,14	21560	27720	260	3307/4414410
1,9,10,11,12,14	24255	27720	260	3307/4414410
1,9,10,11,12,14	27720	32340	260	3307/4414410
1,9,10,11,12,14	27720	38808	260	3307/4414410
1,9,10,11,12,14	27720	48510	260	3307/4414410
1,9,10,11,12,14	27720	64680	260	3307/4414410
1,9,10,11,12,14	27720	97020	260	3307/4414410
1,9,10,11,12,14	27720	194040	260	3307/4414410
