THM-1097 exact three-comb component certificate
arithmetic=integer-rational (__int128 cross-products)
target=7*k3*L>1
tail_mass_lower=4*ell/7-(6/49)*(1/k1+1/k2+1/k3)
tail_component_upper=ell*(k1+k2+k3)+31/7
tail_condition=21*ell*k3-7*ell*(k1+k2)-6*(k3/k1+k3/k2)-37>0
finite_k1_guard=floor(7/ell)+1
finite_k2_guard=floor(k1*(7*ell*k1+43)/(14*ell*k1-6))+1
finite_k3_guard=floor((7*ell*(k1+k2)+37)/(21*ell-6/k1-6/k2))+1
cores=220
core=[1,2,3,4,7,9,10,11,12] ell=1/44 finite_triples=123657 failures=0 hardest_triple=(162,179,183) min_7k3L=470/179
core=[1,2,3,5,7,9,10,11,12] ell=6/385 finite_triples=949868 failures=0 hardest_triple=(160,162,164) min_7k3L=213/80
core=[1,2,4,5,7,9,10,11,12] ell=23/1260 finite_triples=430514 failures=0 hardest_triple=(186,190,194) min_7k3L=48/19
core=[1,3,4,5,7,9,10,11,12] ell=13/616 finite_triples=193326 failures=0 hardest_triple=(172,173,176) min_7k3L=221/86
core=[2,3,4,5,7,9,10,11,12] ell=1/24 finite_triples=53 failures=0 hardest_triple=(157,161,163) min_7k3L=687/157
core=[1,2,3,6,7,9,10,11,12] ell=1/44 finite_triples=123657 failures=0 hardest_triple=(172,178,184) min_7k3L=233/86
core=[1,2,4,6,7,9,10,11,12] ell=1/44 finite_triples=123657 failures=0 hardest_triple=(162,166,170) min_7k3L=221/81
core=[1,3,4,6,7,9,10,11,12] ell=1/44 finite_triples=123657 failures=0 hardest_triple=(161,162,173) min_7k3L=865/324
core=[2,3,4,6,7,9,10,11,12] ell=1/24 finite_triples=53 failures=0 hardest_triple=(157,161,163) min_7k3L=687/157
core=[1,2,5,6,7,9,10,11,12] ell=6/385 finite_triples=949868 failures=0 hardest_triple=(160,162,164) min_7k3L=213/80
core=[1,3,5,6,7,9,10,11,12] ell=25/924 finite_triples=37129 failures=0 hardest_triple=(158,178,198) min_7k3L=254/79
core=[2,3,5,6,7,9,10,11,12] ell=1/24 finite_triples=53 failures=0 hardest_triple=(157,161,163) min_7k3L=687/157
core=[1,4,5,6,7,9,10,11,12] ell=13/616 finite_triples=193326 failures=0 hardest_triple=(157,161,162) min_7k3L=881/322
core=[2,4,5,6,7,9,10,11,12] ell=1/24 finite_triples=53 failures=0 hardest_triple=(157,161,163) min_7k3L=687/157
core=[3,4,5,6,7,9,10,11,12] ell=3/56 finite_triples=0 failures=0 hardest_triple=none min_7k3L=analytic
