q,r,body_hex,witness_hex,witness_rank,witness_origin
256,592,27242009,0088c724,9,addition
256,592,27246008,080a9a81,9,addition
256,592,27266000,10808559,9,addition
256,592,27843008,0050c125,8,carrier
256,592,27863000,0050c125,8,carrier
256,592,2e503008,0088c724,9,addition
256,592,30153401,0228832c,9,carrier
256,592,31312401,0ac44842,9,addition
256,592,3250a408,09844944,9,addition
256,592,3412e400,0124003f,9,addition
256,592,34162500,02a05206,8,carrier
256,592,34306401,0a430a88,9,addition
256,592,34322402,09844944,9,addition
256,592,34322404,0ac44842,9,addition
256,592,34322500,0ac44842,9,addition
256,592,3492a400,0124003f,9,addition
256,592,3532a000,0ac44842,9,addition
256,592,35602401,0a1ac004,8,carrier
256,592,3560a400,08834149,9,addition
256,592,35a0a400,0a430a88,9,addition
256,592,36007401,0054892c,9,addition
256,592,36107400,0124003f,9,addition
256,592,3610b040,0124003f,9,addition
256,592,36206401,0054892c,9,addition
256,592,36226001,0054892c,9,addition
256,592,36306008,080a9a81,9,addition
256,592,3630a008,09844944,9,addition
256,592,36322400,09844944,9,addition
256,592,36326000,09041489,8,carrier
256,592,36405088,093c0401,8,carrier
256,592,36501208,09844944,9,addition
256,592,36664000,0080aec1,9,carrier
256,592,3690a008,01611640,8,carrier
256,592,37001089,0088c724,9,addition
256,592,37003009,0088c724,9,addition
256,592,37003401,0054892c,9,addition
256,592,37005088,08542601,8,carrier
256,592,37007008,08a206c1,9,carrier
256,592,37009088,08542601,8,carrier
256,592,37025001,0054892c,9,addition
256,592,37101088,0088c724,9,addition
256,592,37123000,0088c724,9,addition
256,592,37202009,0088c724,9,addition
256,592,37202401,0054892c,9,addition
256,592,37202801,0088c724,9,addition
256,592,37206008,080a9a81,9,addition
256,592,37322000,0088c724,9,addition
256,592,37401088,0088c724,9,addition
256,592,3c302401,018ad240,9,addition
256,592,3c30a400,0146100d,8,carrier
256,592,3d30a000,020a440d,8,carrier
256,592,3d602400,0200813f,9,addition
256,592,3e306000,0146100d,8,carrier
256,592,3e322000,0088c724,9,addition
256,592,3f103000,0088c724,9,addition
256,592,3f302000,0088c724,9,addition
416,592,07087009,18070e80,9,addition
416,592,07087088,20908525,9,addition
416,592,07087208,20908525,9,addition
416,592,07107088,280a0417,9,addition
416,592,07186208,10e41041,8,carrier
416,592,07286088,20908525,9,addition
416,592,07286208,20908525,9,addition
416,592,07306088,280a0417,9,addition
416,592,07326008,18450a81,9,carrier
416,592,07584088,30862402,8,carrier
416,592,0e187400,0100813f,9,addition
416,592,0f306008,300e1280,8,carrier
416,592,23117008,08a206c1,9,carrier
416,592,37202401,0054892c,9,addition
416,592,37a02001,0054892c,9,addition
