q,r,body_hex,hits,first_mask_hex,second_mask_hex
210,590,0730a408,2,18450a81,284a0892
210,590,07384088,2,00c49550,10452216
210,590,07384208,2,00c49550,10c484c0
210,590,07388088,2,10047205,10452216
210,590,073c0088,1,2080c127,
210,590,073c0208,2,00c045d4,2080c127
210,590,07485081,2,00108576,00b0832c
210,590,07485201,1,00108576,
210,590,07485408,1,38112a80,
210,590,07505088,2,20882603,20898640
210,590,07505201,2,082b8448,300c20a4
210,590,07584088,2,10259240,20a09640
210,590,07584208,2,10a03182,10a41490
210,590,075a9000,2,00a0268a,30046488
210,590,07700281,2,1005700c,208cf000
210,590,07704201,2,2008b086,300c20a4
210,590,07704204,2,10808559,300c20a1
210,590,07704280,2,10808559,1806001f
210,590,078030c1,2,185f0200,281a0816
210,590,07803481,2,185f0200,281a0816
210,590,0780b081,2,185f0200,281a0816
210,590,07813081,2,00108576,281a0816
210,590,07823081,2,00108576,3045c440
210,590,07823088,2,00108576,3045c440
210,590,078230c0,2,20494209,28490a09
210,590,07823401,1,30580888,
210,590,07823480,2,20494209,28490a09
210,590,0782b001,2,30284488,30580888
210,590,0782b080,2,20494209,28490a09
210,590,07833080,2,00108576,10448c49
210,590,07843088,2,00108576,281a0816
210,590,07853080,2,00108576,281a0816
210,590,07883081,2,00108576,3045c440
210,590,07883088,2,00108576,3045c440
210,590,0788b080,2,1806001f,30160109
210,590,07891088,2,00108576,38662000
210,590,078a1600,2,1054c081,38140089
210,590,078a9080,2,1014240d,10452216
210,590,078c1088,2,00108576,28632200
210,590,078c1208,2,00108576,2011e480
210,590,078c1280,2,00108576,28438809
210,590,078c3008,1,00108576,
210,590,078c3080,2,00108576,28438809
210,590,078c9080,2,2002221f,28632200
210,590,07903081,2,082b8448,3045c440
210,590,07903088,1,3045c440,
210,590,07913080,2,10448c49,1806001f
210,590,07923001,2,30284488,3045c440
210,590,07931080,2,102ca208,10448c49
210,590,07983800,2,1806001f,3045c440
210,590,079b1000,2,10448c49,30046488
210,590,079c0208,2,20607880,2061b080
210,590,079c2008,2,00619324,2822d200
210,590,079e1000,2,00418a89,08412a89
210,590,07b02088,1,3045c440,
210,590,07b80208,2,1044d084,3045c440
210,590,07c23080,1,00108576,
210,590,07c81081,2,00108576,3010e208
210,590,07c81088,1,00108576,
210,590,07c81208,2,00108576,2011e480
210,590,07c81408,2,3002e280,38112a80
210,590,07c89008,2,18070e80,38112a80
210,590,07d01088,2,30296004,302a6200
210,590,07d03080,2,082b8448,1806001f
210,590,07d21080,2,102ca208,30296004
210,590,07d80208,2,10245805,1024d044
210,590,07d81008,2,18070e80,3002e280
210,590,07d81080,2,1806001f,2002221f
210,590,07da1000,1,30046488,
210,590,07f01080,2,1806001f,2002221f
210,590,0c187408,2,03208321,31250201
210,590,0c18b401,2,11c24240,12c14242
210,590,0c18b600,1,1204003f,
210,590,0c18d208,2,11642081,318404c0
210,590,0c18d401,2,02c32282,10452216
210,590,0c18d600,2,11642081,1204003f
210,590,0c18f008,2,31250201,318404c0
210,590,0c19b400,2,11c24240,1204003f
210,590,0c19d008,2,11642081,318404c0
210,590,0c1c5600,2,22a2a080,32a0800a
210,590,0c1c9600,1,32c06002,
210,590,0c1cd008,2,00e12642,02c32282
210,590,0c386401,1,1284812c,
210,590,0c589081,2,31240608,32806440
210,590,0c589401,1,33046080,
210,590,0c589402,2,31250201,33046080
210,590,0c589404,2,31250201,33046080
210,590,0c589408,2,31250201,33046080
210,590,0c589410,2,31250201,33046080
210,590,0c589600,2,1204003f,33046080
210,590,0c58b400,2,1204003f,31250201
210,590,0c58d008,2,31250201,318404c0
210,590,0c5c9400,1,2002221f,
210,590,0c981680,2,1204003f,3304a004
210,590,0c983401,1,1224808a,
210,590,0c983408,2,03208321,31250201
210,590,0c983600,2,1204003f,1224808a
210,590,0c989208,2,11642081,33046080
210,590,0c9c1600,0,,
210,590,0c9c9008,2,03214680,23416200
210,590,0cb82401,1,1044d084,
210,590,0d08f001,2,02710e02,32710200
210,590,0d105288,2,22088c42,328d2000
210,590,0d105488,2,10452216,328d2000
210,590,0d107408,2,302c0083,302c0281
210,590,0d10f001,1,30a80680,
210,590,0d189082,2,02630409,32806440
210,590,0d189402,1,00c26288,
210,590,0d189600,2,1204003f,32c06002
210,590,0d18b001,2,00c045d4,12c14242
210,590,0d18b002,2,00c045d4,02630409
210,590,0d18b004,2,02630409,12c14242
210,590,0d18b008,2,00c045d4,12c14242
210,590,0d18b010,2,02630409,12c14242
210,590,0d18b040,2,02630409,1204003f
210,590,0d18b400,2,1204003f,12c14242
210,590,0d18d002,2,02630409,10452680
210,590,0d18d200,2,02630409,1204003f
210,590,0d18f000,2,02630409,1204003f
210,590,0d19b000,2,00c045d4,1204003f
210,590,0d28e001,2,2212140c,32c01c00
210,590,0d306401,2,1284812c,12cc9000
210,590,0d306408,1,12cc9000,
210,590,0d30e008,2,124c1480,32c01c00
210,590,0d38c200,2,1204003f,32c01c00
210,590,0d38e000,2,1204003f,32c01c00
210,590,0d589008,2,20866480,32806440
210,590,0d589400,2,1204003f,2002221f
210,590,0d58b000,1,1204003f,
210,590,0d78c000,2,1204003f,2002221f
210,590,0d903401,2,0228832c,1224808a
210,590,0d903408,2,302c0083,302c0281
210,590,0d90b001,1,30284488,
210,590,0d989008,2,10452216,10452680
210,590,0d98b000,2,02630409,1204003f
210,590,0d9c9000,2,02630409,2002221f
210,590,0db02408,2,1044d084,220a5081
210,590,0e0cd400,2,00522285,2002221f
210,590,0e181601,2,11c66000,11e0c040
210,590,0e185600,1,11642081,
210,590,0e187400,2,00418a89,31250201
210,590,0e189280,1,11c66000,
210,590,0e189600,2,11642081,11c66000
210,590,0e18b400,2,11c24240,31250201
210,590,0e1c1600,2,11e0c040,2080c127
210,590,0e30c280,2,21491402,31081418
210,590,0e581600,2,0184c121,2080c127
210,590,0e589400,2,2002221f,31250201
210,590,0e981208,2,11642081,3045c440
210,590,0e981600,1,11642081,
210,590,0e983008,2,3045c440,31250201
210,590,0e983400,2,00418a89,31250201
210,590,0e9c1008,2,2120a282,3002e280
210,590,0e9c1080,2,2002221f,2120c448
210,590,0f085600,2,30160109,30d48008
210,590,0f103401,2,10c9c200,2084c324
210,590,0f105280,2,10448c49,10808559
210,590,0f181600,1,2080c127,
210,590,0f18b000,1,00c045d4,
210,590,0f803081,2,00108576,3045c440
210,590,0f803401,2,203a0888,30580888
210,590,0f843080,2,00108576,20494209
210,590,0f881600,2,1054c081,30160109
210,590,0f903001,2,30284488,3045c440
210,590,1019f400,2,0624001b,07420089
210,590,12197400,2,05c48880,0d808089
210,590,12993008,2,0520c441,2d06c000
210,590,13197000,1,08a206c1,
210,590,13993000,1,2842488c,
210,590,1408d481,2,21b40108,28632200
210,590,1408d488,2,03342005,28632200
210,590,140ad401,2,21b40108,23d00880
210,590,140ad408,2,03342005,23d00880
210,590,14181609,2,22a2a080,22c0e020
210,590,14181628,2,0264a081,22a2a080
210,590,14181681,2,22c0e020,2380c108
210,590,14181780,2,22c0e020,28438809
210,590,14183508,2,01e1c200,29070a80
210,590,14183601,2,2380c108,2842488c
210,590,14183608,2,0184c121,2080c127
210,590,14183700,2,2842488c,28438809
210,590,14183d00,2,01e1c200,23410209
210,590,14185481,1,28632200,
210,590,14185488,2,03208321,28632200
210,590,14185601,2,2244a088,22a2a080
210,590,14185608,2,0264a081,22a2a080
210,590,14185680,1,28438809,
210,590,14187408,2,03208321,29070a80
210,590,14187600,1,28438809,
210,590,14187c00,2,03208321,23410209
210,590,14189205,2,20866480,23602408
210,590,14189209,2,00c045d4,20866480
210,590,1418920c,2,20866480,23804501
210,590,14189218,2,20866480,23804501
210,590,14189248,2,20866480,23804501
210,590,14189281,1,23602408,
210,590,14189288,1,23804501,
210,590,14189308,1,20866480,
210,590,14189380,2,02630409,23602408
210,590,14189481,2,23416200,28632200
210,590,14189488,2,23416200,28632200
210,590,14189601,1,2842488c,
210,590,14189602,2,08834149,2842488c
210,590,14189604,1,08834149,
210,590,14189608,0,,
210,590,14189610,2,08834149,2842488c
210,590,14189640,2,0802209f,2842488c
210,590,14189680,1,08834149,
210,590,14189700,2,0802209f,2842488c
210,590,14189e00,2,0802209f,08834149
210,590,1418b081,0,,
210,590,1418b088,1,23804501,
210,590,1418b180,2,02630409,23410209
210,590,1418b201,2,00c045d4,2842488c
210,590,1418b208,2,00c045d4,23804501
210,590,1418b300,2,02630409,2842488c
210,590,1418b408,1,29070a80,
210,590,1418b480,2,08834149,23410209
210,590,1418b600,2,08834149,2842488c
210,590,1418b801,2,00c045d4,03214680
210,590,1418bc00,2,08834149,23410209
210,590,1418d088,2,00e12642,28632200
210,590,1418d201,1,23602408,
210,590,1418d202,2,02630409,23602408
210,590,1418d204,2,02630409,23602408
210,590,1418d208,0,,
210,590,1418d210,2,02630409,23602408
210,590,1418d280,2,02630409,23602408
210,590,1418d600,1,0802209f,
210,590,1418f008,2,08a206c1,29070a80
210,590,1418f080,2,02630409,23410209
210,590,1418f200,1,02630409,
210,590,141914a0,2,2002221f,2380c108
210,590,14191580,2,2002221f,22c0e020
210,590,14193420,2,2380c108,2842488c
210,590,14193500,1,2842488c,
210,590,14195480,2,03208321,2002221f
210,590,14197400,1,03208321,
210,590,14199081,1,23602408,
210,590,14199082,2,23602408,23804501
210,590,14199084,2,23602408,23804501
210,590,14199088,1,23804501,
210,590,14199090,2,23602408,23804501
210,590,14199180,2,2002221f,23602408
210,590,14199280,2,23602408,23804501
210,590,14199408,2,08422a82,088262c4
210,590,14199480,1,2002221f,
210,590,14199600,2,0802209f,2842488c
210,590,1419b001,2,00c045d4,2842488c
210,590,1419b080,1,23804501,
210,590,1419b400,1,2842488c,
210,590,1419d008,2,08422a82,08a206c1
210,590,1419d080,2,2002221f,23602408
210,590,1419d200,2,0802209f,23602408
210,590,1419f000,1,08a206c1,
210,590,141a5401,2,2120a282,2244a088
210,590,141a5480,2,03208321,23410209
210,590,141a5600,2,0264a081,2244a088
210,590,141a9201,2,00c045d4,23602408
210,590,141a9204,2,23602408,23804501
210,590,141a9208,2,00c045d4,23804501
210,590,141a9210,2,23602408,23804501
210,590,141a9240,2,23602408,23804501
210,590,141a9280,2,23602408,23804501
210,590,141a9300,1,23602408,
210,590,141a9401,1,23416200,
210,590,141a9408,1,23416200,
210,590,141a9480,2,23410209,23416200
210,590,141a9600,0,,
210,590,141a9c00,2,23410209,23416200
210,590,141ab001,2,00c045d4,03214680
210,590,141ab080,2,23410209,23804501
210,590,141ab200,2,00c045d4,23804501
210,590,141ab400,1,23410209,
210,590,141ad008,1,00e12642,
210,590,141ad200,1,23602408,
210,590,141ad400,2,08412a89,23410209
210,590,141af000,1,23410209,
210,590,141b9080,2,23602408,23804501
210,590,141b9400,0,,
210,590,141bd000,2,00a0268a,23602408
210,590,141c9208,2,00c045d4,23804501
210,590,1428d600,2,0802209f,23d00880
210,590,142ad080,2,22942408,23410209
210,590,14306602,1,28438809,
210,590,1430c680,2,284a2012,2b0a0016
210,590,14382508,2,23801083,29070a80
210,590,143840c8,1,23403202,
210,590,14384481,1,23403202,
210,590,14384488,1,23403202,
210,590,14384680,1,28438809,
210,590,14386408,2,23801083,29070a80
210,590,14386480,2,23410209,28438809
210,590,14386600,2,23801083,28438809
210,590,14388680,2,01825049,08834149
210,590,14389081,1,23416200,
210,590,14389088,2,23416200,23804501
210,590,14389280,2,08834149,23804501
210,590,1438a408,2,23801083,29070a80
210,590,1438c088,1,23403202,
210,590,1438c280,2,08c31c08,23001c48
210,590,1438d080,2,2002221f,23410209
210,590,1438d200,1,0802209f,
210,590,14399080,2,2002221f,23804501
210,590,143a9001,2,00c045d4,23416200
210,590,143a9200,2,00c045d4,23804501
210,590,143aa400,2,23410209,23801083
210,590,143ad000,2,08412a89,23410209
210,590,144ad400,2,03342005,21b40108
210,590,145811c0,2,2002221f,23248600
210,590,14581481,2,2084c324,2380c108
210,590,14581580,1,2002221f,
210,590,14581601,2,22a2a080,2380c108
210,590,14581700,2,0802209f,22a2a080
210,590,14583500,2,28070a88,29070a80
210,590,14585480,2,03208321,2002221f
210,590,14585600,2,0802209f,22a2a080
210,590,14589081,0,,
210,590,14589082,2,08834149,23804501
210,590,14589084,2,08834149,23804501
210,590,14589088,1,23804501,
210,590,14589090,2,08834149,23804501
210,590,145890c0,2,2002221f,23804501
210,590,14589180,1,2002221f,
210,590,14589201,1,20866480,
210,590,14589208,2,20866480,23804501
210,590,14589280,2,08834149,23804501
210,590,14589300,2,0802209f,20866480
210,590,14589408,2,088262c4,29070a80
210,590,14589480,2,08834149,2002221f
210,590,14589600,2,0802209f,08834149
210,590,1458b080,2,08834149,23804501
210,590,1458b200,2,08834149,23804501
210,590,1458d008,2,08a206c1,29070a80
210,590,1458d080,1,2002221f,
210,590,1458d200,1,0802209f,
210,590,14599080,2,2002221f,23804501
210,590,145a1420,2,2120a282,2380c108
210,590,145a1500,1,2120a282,
210,590,145a5400,2,03208321,2120a282
210,590,145a9001,2,00a0268a,03214680
210,590,145a9080,1,23804501,
210,590,145a9200,1,23804501,
210,590,145a9400,0,,
210,590,145ad000,1,00a0268a,
210,590,14704602,2,0308b0a0,2101b081
210,590,14704680,2,21888126,2b0a0016
210,590,14784401,2,28070a88,29070a80
210,590,147a9000,2,03044681,23804501
210,590,148a9401,2,22306082,23416200
210,590,14981248,2,0264a081,0340a484
210,590,14981288,2,0301ac40,2b008442
210,590,14981481,2,23416200,28632200
210,590,14981601,2,2244a088,2842488c
210,590,14981608,1,0264a081,
210,590,14981680,1,28438809,
210,590,14983408,2,03208321,29070a80
210,590,14983600,2,2842488c,28438809
210,590,14983c00,2,03208321,23410209
210,590,14989088,2,23416200,28632200
210,590,14989201,2,23602408,2842488c
210,590,14989204,2,02630409,23602408
210,590,14989208,0,,
210,590,14989280,2,02630409,23602408
210,590,14989600,2,0802209f,2842488c
210,590,1498b080,2,02630409,23410209
210,590,1498b200,2,02630409,2842488c
210,590,14991480,2,03208321,2002221f
210,590,14993400,2,03208321,2842488c
210,590,14999008,2,03044681,08422a82
210,590,14999080,2,2002221f,23602408
210,590,1499b000,2,03044681,2842488c
210,590,149a1600,2,0264a081,2244a088
210,590,149a9200,1,23602408,
210,590,149b9000,2,03044681,23602408
210,590,14aa9001,2,01546480,23416200
210,590,14b80680,1,28438809,
210,590,14b82408,1,29070a80,
210,590,14b82600,2,2842488c,28438809
210,590,14b89200,2,0802209f,2842488c
210,590,14ba2400,2,00418a89,23410209
210,590,14d81240,1,0802209f,
210,590,14d81480,2,03208321,2002221f
210,590,14d81600,1,0802209f,
210,590,14d89080,1,2002221f,
210,590,14d89200,1,0802209f,
210,590,14da1400,2,03208321,2120a282
210,590,14da9000,2,03044681,03214680
210,590,14f80401,2,28070a88,29070a80
210,590,14f80408,2,2101b081,29070a80
210,590,14f80600,2,0802209f,2101b081
210,590,15087408,2,22360081,2a308081
210,590,150a5401,2,00b0832c,2244a088
210,590,150ad200,2,22942408,22b00403
210,590,150ad400,1,08412a89,
210,590,150af000,2,02710e02,22b00403
210,590,15107048,2,282a0a81,284a0892
210,590,15107408,2,282a0a81,284a0892
210,590,15119082,2,02ac0409,20e84440
210,590,15189081,2,00e12642,28632200
210,590,15189088,2,00e12642,28632200
210,590,15189208,2,00c045d4,20866480
210,590,15189280,2,02630409,08834149
210,590,1518b008,2,00c045d4,08a206c1
210,590,1518b080,2,02630409,08834149
210,590,1518d200,2,02630409,0802209f
210,590,15195080,2,02008751,2002221f
210,590,15199080,1,2002221f,
210,590,151a9002,2,00c045d4,08412a89
210,590,151a9008,2,00c045d4,00e12642
210,590,151a9040,2,00a0268a,08412a89
210,590,151a9080,1,00e12642,
210,590,151a9200,1,00c045d4,
210,590,151a9400,1,08412a89,
210,590,151ab000,1,00c045d4,
210,590,151b9000,2,00a0268a,00c045d4
210,590,15286408,1,00509a81,
210,590,15286c00,0,,
210,590,152ae000,2,02501483,02541409
210,590,15304680,2,28438809,284a2012
210,590,15306048,2,080a9a81,284a0892
210,590,15306408,2,080a9a81,284a0892
210,590,1530808a,2,20087a04,2a483200
210,590,1530a088,2,228c4006,228d4202
210,590,1530e008,2,284a0892,288216c0
210,590,15384480,2,2002221f,28438809
210,590,15388081,2,00427608,08c31c08
210,590,15388088,0,,
210,590,15388280,2,08834149,08c31c08
210,590,15388480,2,08834149,2002221f
210,590,15389080,2,08834149,2002221f
210,590,1538a008,2,00c045d4,288216c0
210,590,1538a080,2,08834149,08c31c08
210,590,1538c080,2,08c31c08,2002221f
210,590,1538c200,2,0802209f,08c31c08
210,590,15398080,2,00427608,2002221f
210,590,153a8008,2,00c045d4,208470c0
210,590,153a8040,2,0080728a,08412a89
210,590,153a8080,0,,
210,590,153a8200,2,00c045d4,208470c0
210,590,153a9000,2,00c045d4,08412a89
210,590,153aa000,1,00c045d4,
210,590,153ac000,1,08412a89,
210,590,15581081,2,2084c324,2200cc48
210,590,15581180,2,2002221f,2200cc48
210,590,15585080,2,02008751,2002221f
210,590,15585200,2,0802209f,22a2a080
210,590,15589080,2,08834149,2002221f
210,590,155a1400,2,2080c127,2084c324
210,590,155a9000,1,00a0268a,
210,590,15686400,2,28070a88,2812180c
210,590,15704240,2,0802209f,2008b086
210,590,15704600,2,0802209f,2008b086
210,590,1570c200,1,0802209f,
210,590,15788080,2,08834149,2002221f
210,590,157a8000,2,0080728a,208470c0
210,590,15889081,2,02710e02,28632200
210,590,15889088,2,02710e02,28632200
210,590,1588b008,2,02710e02,22360081
210,590,1588b800,2,02630409,22360081
210,590,158a9001,2,02710e02,22306082
210,590,158a9002,2,08412a89,22306009
210,590,158a9008,2,02710e02,22306082
210,590,158a9080,2,02710e02,22306009
210,590,158a9200,2,22306009,22306082
210,590,158a9800,2,22306009,22306082
210,590,158ab000,1,02710e02,
210,590,158ad000,2,02710e02,08412a89
210,590,158b9000,2,22306009,22306082
210,590,15903088,2,02008751,22088c42
210,590,15903408,2,282a0a81,284a0892
210,590,15909081,2,284a2012,28632200
210,590,15909088,2,284a2012,28632200
210,590,15909202,2,02630409,2842488c
210,590,15909210,2,02630409,2842488c
210,590,15909280,2,02630409,284a2012
210,590,15919080,2,2002221f,284a2012
210,590,15929001,2,20482096,20482682
210,590,15929080,2,20494209,28490a09
210,590,15929200,2,2048009f,20482096
210,590,15981081,2,2200cc48,28632200
210,590,15981088,2,02008751,28632200
210,590,159a1080,2,02008751,2200cc48
210,590,159a9000,1,08412a89,
210,590,15a82c00,1,2051d200,
210,590,15a89080,1,2002221f,
210,590,15aa9000,1,08412a89,
210,590,15b88080,2,00427608,2002221f
210,590,15b88200,2,0802209f,2842488c
210,590,15ba8000,1,08412a89,
210,590,15c89008,2,22306082,22360081
210,590,15ca9000,2,22306009,22306082
210,590,15d09080,1,2002221f,
210,590,15d09200,1,0802209f,
210,590,15d29000,2,20084687,28080a89
210,590,15e82400,2,28070a88,2812180c
210,590,16085601,2,2134a008,21b40108
210,590,1608d088,2,00e12642,28632200
210,590,1608d280,2,01b00548,21b40108
210,590,1608d600,2,0802209f,21b40108
210,590,1608f080,2,01b00548,21b40108
210,590,160ad400,2,08412a89,21b40108
210,590,16181601,1,2842488c,
210,590,16181608,2,0184c121,2080c127
210,590,16185201,1,01e08c40,
210,590,16185202,2,01e08c40,28438809
210,590,16185204,2,01e08c40,28438809
210,590,16185208,1,01e08c40,
210,590,16185210,2,01e08c40,28438809
210,590,16185240,2,0802209f,28438809
210,590,16185280,2,01e08c40,28438809
210,590,16185600,2,0802209f,28438809
210,590,16185a00,1,0802209f,
210,590,16187200,2,01e08c40,28438809
210,590,16187800,2,08a206c1,09828640
210,590,16189081,2,00e12642,28632200
210,590,16189082,2,08834149,28632200
210,590,16189088,2,00e12642,28632200
210,590,161890c0,2,2002221f,28632200
210,590,16189204,2,08834149,20866480
210,590,16189208,2,00c045d4,20866480
210,590,16189280,1,08834149,
210,590,1618b080,1,08834149,
210,590,1618d200,1,0802209f,
210,590,16195200,2,01e08c40,0802209f
210,590,16199080,1,2002221f,
210,590,161a1600,2,0184c121,2080c127
210,590,161a5080,2,00e12642,01e08c40
210,590,161a5200,1,01e08c40,
210,590,161a7000,2,00418a89,01e08c40
210,590,161a9080,1,00e12642,
210,590,161a9200,1,00c045d4,
210,590,161a9400,1,08412a89,
210,590,161ab000,2,00c045d4,01a04681
210,590,1628d080,2,01162209,2002221f
210,590,16305202,2,21482184,28438809
210,590,16384088,2,00c49550,09828640
210,590,16384480,2,2002221f,28438809
210,590,16385200,2,0802209f,28438809
210,590,16388088,1,01827220,
210,590,16389080,2,08834149,2002221f
210,590,163a9000,2,00c045d4,08412a89
210,590,16585080,2,09828640,2002221f
210,590,16585200,1,0802209f,
210,590,16589080,2,08834149,2002221f
210,590,165a9000,2,00a0268a,01a04681
210,590,16704280,2,21089540,21888126
210,590,168a9001,2,01546480,21344440
210,590,16903088,2,01690602,29490a00
210,590,16911088,2,210a6804,284a2012
210,590,16921280,2,2120c448,21688808
210,590,16981081,2,2120c448,28632200
210,590,16981088,1,28632200,
210,590,16981201,2,2120c448,2842488c
210,590,16981204,2,2120c448,28438809
210,590,16981208,0,,
210,590,16981280,2,2120c448,28438809
210,590,16981802,2,2120c448,28632200
210,590,16981808,2,2120a282,28632200
210,590,16981a00,2,0802209f,2120c448
210,590,16983008,1,29070a80,
210,590,16983080,2,2120c448,28438809
210,590,16983800,1,2120c448,
210,590,16985200,2,0802209f,28438809
210,590,16989080,2,2002221f,28632200
210,590,16989200,2,0802209f,2842488c
210,590,16991008,2,08422a82,2120a282
210,590,16991080,2,2002221f,2120c448
210,590,16993000,2,2120c448,2842488c
210,590,169a1001,2,2120a282,2120c448
210,590,169a1008,1,2120a282,
210,590,169a1080,1,2120c448,
210,590,169a1200,1,2120c448,
210,590,169a1800,2,2120a282,2120c448
210,590,169a3000,2,00418a89,2120c448
210,590,169a9000,1,08412a89,
210,590,169b1000,2,2120a282,2120c448
210,590,16b80088,1,0044f204,
210,590,16b80208,2,2101b081,21443090
210,590,16b80280,2,01415448,28438809
210,590,16b81080,2,2002221f,28438809
210,590,16b81800,2,0802209f,2002221f
210,590,16b82008,1,29070a80,
210,590,16ba1000,2,00418a89,08412a89
210,590,16d01088,2,210a6804,212b2400
210,590,16d01480,2,2002221f,210a6804
210,590,16d03080,2,082b8448,2120c448
210,590,16d21080,1,2120c448,
210,590,16d81008,2,2120a282,29070a80
210,590,16d81080,2,2002221f,2120c448
210,590,16d81200,2,0802209f,2120c448
210,590,16da1000,2,2120a282,2120c448
210,590,16f01080,2,2002221f,210a6804
210,590,16f80008,2,2101b081,29070a80
210,590,16f80080,2,2002221f,2100360c
210,590,1708300c,2,08a206c1,20b44101
210,590,17085600,2,0802209f,28438809
210,590,170a5200,2,00108576,20908525
210,590,17185200,2,0802209f,28438809
210,590,17704200,2,0802209f,2008b086
210,590,17803088,2,00108576,281a0816
210,590,17813080,2,00108576,281a0816
210,590,17823001,2,00108576,003884c8
210,590,17881081,2,00108576,28632200
210,590,17881088,2,00108576,28632200
210,590,17881280,2,00108576,28438809
210,590,17883008,1,00108576,
210,590,17883080,2,00108576,28438809
210,590,17883800,1,00108576,
210,590,17889080,2,2002221f,28632200
210,590,178a1001,2,00108576,2011e480
210,590,178a1008,2,00108576,2011e480
210,590,178a1080,2,00108576,2030a209
210,590,178a1200,2,00108576,2011e480
210,590,178a3000,2,00108576,00418a89
210,590,178a9000,1,08412a89,
210,590,178b1000,2,00108576,2030a209
210,590,17901088,2,284a2012,28632200
210,590,17911080,2,2002221f,284a2012
210,590,17921001,2,20482096,20482682
210,590,17921080,2,20494209,28490a09
210,590,17982008,2,00619324,2822d200
210,590,179a1000,2,00418a89,08412a89
210,590,17c81008,2,00108576,2011e480
210,590,17d01080,2,082b8448,2002221f
210,590,17d80008,2,00207286,2822d200
210,590,1c189408,2,02c32282,23416200
210,590,1c189600,0,,
210,590,1c18b001,2,00c045d4,03214680
210,590,1c18b400,1,23410209,
210,590,1c18d008,2,00e12642,02c32282
210,590,1c18d200,2,02630409,23602408
210,590,1c18f000,2,02630409,23410209
210,590,1c199400,2,00c26288,2002221f
210,590,1c1a9400,2,23410209,23416200
210,590,1c589080,2,2002221f,23804501
210,590,1c589200,2,20866480,23804501
210,590,1c589400,1,2002221f,
210,590,1c58d000,2,00a0268a,2002221f
210,590,1c981600,2,0264a081,2244a088
210,590,1c989200,2,02630409,23602408
210,590,1d105480,2,0228832c,2002221f
210,590,1d18b000,2,00c045d4,02630409
210,590,1d388080,2,00427608,2002221f
210,590,1d38a000,1,00c045d4,
210,590,1d989000,2,02630409,2002221f
210,590,1e181600,2,0184c121,2080c127
210,590,1e185200,1,01e08c40,
210,590,1e187000,2,00418a89,01e08c40
210,590,1e189080,2,00e12642,2002221f
210,590,1e189200,2,00c045d4,20866480
210,590,1e189400,2,00c26288,2002221f
210,590,1e18b000,2,00c045d4,01a04681
210,590,1e981001,2,2120a282,2120c448
210,590,1e981002,2,00418a89,2120c448
210,590,1e981008,1,2120a282,
210,590,1e981080,2,2002221f,2120c448
210,590,1e981200,1,2120c448,
210,590,1e983000,2,00418a89,2120c448
210,590,1e989000,1,2002221f,
210,590,1eb81000,2,00418a89,2002221f
210,590,1f803080,2,00108576,20494209
210,590,1f883000,2,00108576,00418a89
210,590,1f901080,2,2002221f,20494209
210,590,1f981000,2,00418a89,2002221f
210,590,21117408,2,06a48081,14248083
210,590,21157400,2,0228832c,0a2a8088
210,590,240c5481,1,00b0832c,
210,590,240c5601,2,02722180,13302880
210,590,24107409,0,,
210,590,24107481,2,0228832c,1284812c
210,590,24107608,2,0b2c8001,19048125
210,590,2410b403,2,0a430a88,11c24240
210,590,2410b409,2,11c24240,12c14242
210,590,2410b40a,2,11c24240,18450a81
210,590,2410b441,1,0a430a88,
210,590,2410b442,2,0a430a88,18450a81
210,590,2410b444,2,0a430a88,18450a81
210,590,2410b448,1,18450a81,
210,590,2410b450,2,0a430a88,18450a81
210,590,2410b481,2,11c24240,12c14242
210,590,2410b482,2,08834149,11c24240
210,590,2410b488,2,11c24240,12c14242
210,590,2410b4c0,2,1204003f,1806001f
210,590,2410b601,0,,
210,590,2410b602,1,08834149,
210,590,2410b604,1,08834149,
210,590,2410b608,0,,
210,590,2410b610,1,08834149,
210,590,2410b620,2,08834149,1806001f
210,590,2410b640,2,1204003f,1806001f
210,590,2410b700,2,1204003f,1806001f
210,590,2410bc01,2,11c24240,12c14242
210,590,2410bc02,2,08834149,11c24240
210,590,2410bc08,2,11c24240,12c14242
210,590,2410bc40,2,1204003f,1806001f
210,590,2410f401,1,0a430a88,
210,590,2410f402,2,0a430a88,18450a81
210,590,2410f404,2,0a430a88,18450a81
210,590,2410f408,1,18450a81,
210,590,2410f410,2,0a430a88,18450a81
210,590,2410f480,2,1204003f,1806001f
210,590,2410f600,2,1204003f,1806001f
210,590,2410fc00,2,1204003f,1806001f
210,590,24119482,2,11c24240,11c66000
210,590,2411b401,1,11c24240,
210,590,2411b402,1,11c24240,
210,590,2411b404,1,11c24240,
210,590,2411b408,1,11c24240,
210,590,2411b410,1,11c24240,
210,590,2411b420,2,11c24240,1806001f
210,590,2411b440,2,1204003f,1806001f
210,590,2411b600,2,1204003f,1806001f
210,590,2411f400,2,1204003f,1806001f
210,590,24129680,2,03e82002,1204003f
210,590,2412b401,1,12c14242,
210,590,2412b402,1,18450a81,
210,590,2412b404,2,12c14242,18450a81
210,590,2412b408,2,12c14242,18450a81
210,590,2412b410,2,12c14242,18450a81
210,590,2412b420,2,12c14242,18450a81
210,590,2412b440,2,1204003f,18450a81
210,590,2412b480,2,1204003f,12c14242
210,590,2412b600,1,1204003f,
210,590,2412bc00,2,1204003f,12c14242
210,590,2412f400,2,1204003f,18450a81
